IdProducto,Descripcion
250761,Maxibiotic Cefazolina 1000Mg X Ampolla
250776,Nastizol D-Isoefedrina Sulfato 60Mg Y Clorfeniramina Maleato 4Mg X Tableta
250781,Nastizol Gotas X 15Ml D-Isoefedrina Clorfeniramina
250786,Nastizol Jarabe D-Isoefedrina Clorfenirami X 100Ml
250787,Dioxadol G 500Mg Dipirona X 20Ml
250841,Nucleo Cmp Forte Citidin Y Uridin Y Diluyen X Ampolla
250846,Nucleo Cmp Forte Citidina Y Uridina X Capsula
250861,Pen Di Ben 1.200.000 Penicil Benzat X Ampolla
250866,Pen Di Ben 2.400.000 Penicil Benzat X Ampolla
250869,Clofenac B1 B6 Y B12 X Tableta
250896,Prazolam 0.50Mg Alprazolam X Tableta
250937,Refrianex Comprimidos X Tableta
250941,Refrianex Jbe X 100Ml
250942,Refrianex Día Limón X Sobre
250943,Refrianex Noche Limón X Sobre
250993,Septicide 500Mg Ciprofloxacina X Tableta
251001,Somazina 100Mg Gta X 30Ml Citicolina
251002,Somazina 1000Mg Citicolina X Ampolla
251003,Somazina 500Mg Citicolina X Tableta
251044,Antibiótico Triapen Forte Im X Frasco / Ampolla
251045,Antibiótico Triapen 6.3.3 Im X 1 Frasco / Ampolla
251058,Remitex 10Mg Cetirizina X Tableta
251059,Remitex 10Mg Ml Gta X 15Ml Cetirizina
251060,Remitex 5Mg 5Ml Jbe X 60Ml Cetirizina
251066,Tricoxane 2% Locion Capilar X 100Ml Minoxidil
251116,Tusigen Jarabe X 100Ml
251117,Tusigen Infantil Jbe X 100Ml
251920,Bidrostat Bicalutamida 50Mg X 28 Comprimidos
252000,Nifurat 200Mg 5Ml Susp X 100Ml Nifuroxazida
252001,Nifurat 200Mg Nifuroxazida X Capsula
252020,Temperax 20Mg Fluoxetina X Tableta
252083,Doxifen Crema Vaginal Miconazol Nitrato 2G Y Tinidazol 3G X 50G
252084,Ibl Duo 1000 250Mg Susp X 30Ml Amoxicili Sulbactam
252085,Ibl Duo 1000 250Mg Susp X 60Ml Amoxicili Sulbactam
252086,Ibl Duo Amoxicilina 875Mg Y Sulbactam Pivoxil 125Mg X Tableta
252090,Degraler 5Mg Levocetirizina X Tableta
252091,Degraler 5Mg Gotas X 15Ml Levocetirizina
252092,Degraler 2.5Mg 5Ml Evocetirizina Jarabe X 100Ml
252093,Flucomix 50Mcg Susp Nasal X 60 Dosis Fluticasona
252502,Rigevidon 21+7 Levonorgestrel 0.15Mg Y Etinil Estradiol 0.03Mg X 28 Comprimidos
252705,Mitotie Mitomicina 20Mg X Ampolla
252717,Filgen 300Mcg X 1 Jer Prell Filgrastim
252729,Albunorm 20 Albumina Humana 0.20 Y 50Ml X Ampolla
253100,Clofenac Retard Diclofenaco Sodico 100Mg X Tableta
255062,Plenacor D X Tableta
255063,Enviral 500Mg Valaciclovir X Tableta
255670,Neuryl 2.5Mg Gotas X 20Ml Clonazepam
255674,Bagomicina 50Mg Minociclina X Tableta
255675,Bagomicina 100Mg Minociclina X Tableta
255677,Micoset 250Mg Terbinafina X Tableta
255678,Micoset 0.01 Crema Terbinafina X 15G
255679,Noxibel 30Mg Mirtazapina X Tableta
255683,Refrianex Gotas X 15Ml
255684,Glicenex 500Mg Metformina X Tableta
255685,Glicenex Ap 850Mg Metformina X Tableta
255686,Glemaz 4Mg Glimepirida X Tableta
255691,Acnotin 20Mg Isotretinoina X Capsula Blanda
255692,Acnotin 10Mg Isotretinoina X Capsula Blanda
255694,Corteroid Retard Betametasona X Ampolla
255697,Ecax 15Mg Meloxicam X Tableta
255698,Nodolex 120Mg Paracetamol Gotas X 20Ml
255699,Flucomix 50Mcg Susp Nasal X 120 Dosis Fluticasona
255700,Cronocorteroid Betametasona X Ampolla
255701,Migranol X Tableta
255702,Neopresol 10Mg Escitalopram X Tableta
255703,Glicenex Duo Metformina 500Mg Y 2.5Mg Glibenclamida X Tableta
255704,Glicenex Duo 500Mg Metformina Y 5Mg Glibenclamida X Tableta
25604,Dynapar Diclofenaco 50Mg Y Paracetamol 500Mg X Tableta
25605,Dynapar Aq 75Mg Diclofenaco X Ampolla
25606,Dynapar - Ec Diclofenaco Sodico 50Mg X Tableta
25607,Dynapar 1% Gel Diclofenaco X 30G
25608,Dynapar Sr 100 Diclofenaco Sodico 100Mg X Tableta
25612,Delicateses Queso Parrillero X 250Gr Oregano
25616,Biotico Azitromicina 500Mg X Comprimido
257966,Gillette Mach3 Repto 4 Unidades X Sobre
258677,Shampoo Cefin Ketoconazol 2% X 80Ml
258692,Tocex Hedera Helix 35Mg 5Ml Jarabe X 120Ml
258697,Jolian Drospirenona 3Mg Y Etinil Estradiol 0.02Mg X 28 Comprimidos
258701,Bagociletas Plus Naranja X Sobre
258702,Bagociletas Plus Miel Limon X Sobre
258703,Bagociletas Plus Frambuesa X Sobre
258704,Bagociletas Frambuesa Benzocaina 6Mg X 4 Pastillas
260001,Crema 4 Derm X 20G
260080,Bromex Adulto Bromhexina Clorhidrato 4Mg Y 5Ml X Ampolla
260081,Broncoxol Adulto Ambroxol 30Mg / 5Ml Jarabe X 100Ml
260082,Broncoxol Infantil Ambroxol15mg / 5Ml Jarabe X 100Ml
260123,Dolpiret Con Sucralosa Ibuprofeno Paracetamol Suspension X 60Ml
260130,Cobaneurin Cpto 25.000Ui Vitamina B1 B6 B12 X Ampolla
260131,Cobaneurin Compuesto 10.000Ui Vitamina B1 B6 Y B12 X Ampolla
260162,Dolpiret Ibuprofeno 200Mg Y Paracetamol 325Mg X Tableta
260231,Gelbronquial Jarabe X 100Ml
260311,Terbocaina 2% Im Frasco X 1 Amp 50Ml Lidocaina
260317,Terbocaina Lidocaina 0.04 Gel X 15G
260371,Moxilin Amoxicilina 250Mg 7 5Ml X 60Ml
260518,Optigen 0.3% Colirio Gentamicina X 10Ml
260606,Artiflex Plus X 60 Cápsulas
260607,Betacaroteno 10000Ui X 100 Cápsulas
260612,Prostaguard X 90 Capsulas
260616,Omega 3 1000Mg X 90 Capsulas
260626,Sulfatrim Forte Sulfametoxazol 800Mg Y Trimetoprima 160Mg X Capsula
260631,Sulfatrim Sulfametoxaz Trimetoprim Suspension X 60Ml
260641,Sulfatrim Forte Sulfametoxazol Trimeto Suspensión X 60Ml
260764,Moxilin 1G Amoxicilina X Tableta
260791,Cobaneurin Jarabe Complejo B Vitamina B1 B6 B12 X 100Ml
260801,Tusbol 10Mg 5Ml Dextrometorfano Jarabe X 100Ml
260840,Ibupronal Forte 200Mg 5Ml Susp X 100Ml Ibuprofeno
261012,Full Spectrum X 120 Tabletas
261040,Ginkgo Biloba 400Mg X 60 Capsulas
261077,Cefalexin Cefalexina 500Mg X Capsula
261134,G2 Ginseng+Ginkgo Biloba Frasco X 60 Cap
261135,Ginkgo Biloba Extract X 60 Cap
261400,Vitamin E 400Ui X 100 Cap Blandas
261450,Moxilin Amoxicilina 500Mg 5Ml X 60Ml
262011,Ibupronal 100Mg 5Ml Suspension Ibuprofeno X 100Ml
26217222387,Billetera Cuero Croft & Barrow Iman Cafe Oscuro 31Cb160013
263254,Triacef 400Mg Cefixima X Capsula
264014,Vitamin C 1000Mg X 100 Tabletas
265019,Omega-Zol 40Mg Omeprazol X Capsula
265097,Vitamin E 1000Ui X 60 Cap Blandas
265113,Acido Folico 800Mcg Frasco X 100 Tabletas
265119,Omega 3 6 9 Frasco X 60 Capsulas
265120,Suplemento Dietético Full Spectrum Sport X 60 Tabletas
265121,Colágeno Collagen Plus C X 120 Cápsulas
265552,Ciproxacin 500Mg Ciprofloxacina X Tableta
266021,Piredol 100Mg Paracetamol Gotas X 20Ml
268852,Aviral Aciclovir 0.05 Crema X 5G
268861,Aviral Aciclovir 800Mg X Tableta
268866,Omega-Zol 20Mg Omeprazol X Capsula
27000419007,Snack Pack Budín De Chocolate X 360G
27000419014,Snack Pack Budín De Vainilla X 360G
27000419113,Snack Pack Budín Sabor A Chocolate Vainilla X 360G
27084092950,Mb-Autitos Matchbox X 5 Unidades
27084120134,Hot Wheels Auto X 1 Unidad
27084425611,Hot Weels Autitos Modelos Surtidos X 3 Unidades
27084595604,Figura De Accion Imaginext Dc Super Friends 3+
27084929553,Brb-Barbie Basica Surtido
27084962161,Barbie Glitz Muñeca
280006,Ansietil 30Mg Ketazolam X Tableta
280011,Bladuril 200Mg Flavoxato X Tableta
280041,Dolgenal Ketorolaco 60Mg X Ampolla
280046,Dominium 20Mg Fluoxetina X Tableta
280051,Domper 10Mg Domperidona X Tableta
280066,Domper 10Mg Gotas X 30Ml Domperidona
280071,Domper Ag Gotas X 30Ml Domperidona Simeticona
280082,Azatioprina 50Mg X Tableta
280091,Etaconil 250Mg Flutamida X Tableta
280111,Flogene Diclofenaco Potásico 75Mg X Ampolla
280115,Decapeptyl Triptorelina 3.75Mg X Ampolla
280116,Flogene Relax Diclofenaco Potasico 50Mg Y Carisoprodol 350Mg X Tableta
280119,Decapeptyl Triptorelina 11.25Mg X Ampolla
280126,Fluxus 10Mg Flunarizina X Tableta
280132,Irrigor 30Mg Nimodipino X Tableta
280154,Trozolet Anastrozol 1Mg X Tableta
280163,Nasteril 5Mg Finasteride X Tableta
280172,Rigix Sildenafil 50Mg X Comprimido
280181,Lertus Diclofenaco Sodico 75Mg X Ampolla
280198,Lertus B1 B6 B12 Diclofenaco Sodico 50Mg Y Vitaminas Del Complejo B X Tableta
280215,Metotrexato 2.5Mg X Tableta
280218,Lertus Sr 75Mg Diclofenaco X Tableta
280219,Flogene Sr 75Mg Diclofenaco X Tableta
280222,Supracam Meloxicam 15Mg X Ampolla
2802335,Noloten 5Mg Amlodipina X Tableta
280239,Regental E Vitaminas Minerales Y Oligoelementos X Capsula
280242,Irrigor Plus 30Mg Nimodipino Y 100Mg Citicolina X Tableta
280306,Taxus 20Mg Tamoxifeno X Tableta
280366,Ultracilina Crema X 20G
280371,Ultracilina Crema Vaginal Gentamicina Y Bifonazol X 45G
280391,Uridon F Norfloxacina 400Mg Y Fenazopiridina Clorhidrato 100Mg X Tableta
280806,Regental Pre Natal Vitaminas Minerales Y Hierro X Capsula Blanda
281067,Doxopeg Doxorrubicina 20Mg Y 10Ml X Ampolla
281119,Tavor 200Mg Fluconazol X Capsula
281127,Noloten 10Mg Amlodipina X Tableta
281228,Irrigor Forte 60Mg Nimodipino X Tableta
281500,Domper Digest X Tableta
282030,Suprahyal Hialuronato De Sodio 25Mg Y 2.5Ml X Ampolla
282221,Prelertan 50Mg Losartan X Capsula
282643,Dralitem Temozolomida 100Mg X 5 Capsulas
282910,Reflucil Mosaprida Citrato 5Mg X Tableta
283603,Zoltum 40Mg Pantoprazol X Tableta
284030,Nimus Retard 400Mg Bezafibrato X Tableta
289052,Prelertan D Losartan Potasico 50Mg Y Hidroclorotiazida 12.5Mg X Tableta
289053,Reteven Cr 10Mg Oxibutinina X Tableta
289058,Conexine 50Mg Sertralina X Tableta
289062,Ravalgen 75Mg Clopidogrel X Tableta
289063,Tamsulon 0.4Mg Tamsulosina X Capsula
289065,Glanique Levonorgestrel 1.5Mg X Caja
289066,Tialgin Tram Paracetamol 325Mg Y 37.5Mg Tramadol X Tableta
289067,Gabictal 300Mg Gabapentina X Tableta
289068,Gabictal 400Mg Gabapentina X Tableta
289069,Magnatil Calcico X Tableta
289071,Bexon Duo Clindamicina Clorhidrato 100Mg Y Ketoconazol 400Mg X Ovulo
289072,Lertus Rl 150Mg Diclofenaco Sodico X Tableta
289073,Eutebrol 10Mg Memantina X Tableta
289074,Idena Ibandronato 150Mg X Caja
289076,Tialgin Forte Paracetamol 500Mg Y Diclofenaco Potasico 50Mg X Tableta
289077,Colmibe Atorvastatina 10Mg Y Ezetimiba 10Mg X Tableta
289078,Colmibe Atorvastatina 20Mg Y Ezetimiba 10Mg X Tableta
289079,Topictal 100Mg Topiramato X Tableta
289080,Topictal 50Mg Topiramato X Tableta
289081,Topictal 25Mg Topiramato X Tableta
289083,Supracam Flex Meloxicam 15Mg Y Pridinol Mesilato 4Mg X Tableta
289084,Quetiazic 25Mg Quetiapina X Tableta
289085,Quetiazic 100Mg Quetiapina X Tableta
289086,Quetiazic Quetiapina 200Mg X Tableta
289091,Prebictal 75 Y 75Mg Pregabalina X Capsula
289092,Prebictal 150Mg Pregabalina X Capsula
289093,Cabertrix Cabergolina 0.5Mg X Tableta
289094,Curaflex Duo X Sobre
289095,Dolo Curaflex Glucosamina Sulfato 1500Mg Y Meloxicam 15Mg X Sobre
289099,Rivazic 4.6Mg Rivastigmina X Sobre
289100,Rivazic 9.5Mg Rivastigmina 5 Sobres X 6 Parches
289101,Rivazic 13.3Mg Rivastigma 5 Sobres X 6 Parches
290035,Avamigran Plus X Tableta
290067,Nervinetas Valeriana 187.5Mg Y Lupulo 45Mg X Gragea
290180,Avaxin 160 Adulto X Jga 0.5Ml Hepatitis A
290181,Avaxin 80 Pediatrica X Jga 0.5Ml Hepatis A
290531,Selectocalcio B12 Suspension X 100Ml
290601,Transpulmin Bálsamo X 20G
290636,Typhim Vi Fiebre Tifoidea X  Jeringa / 0.5Ml
291025,Ursofalk 250Mg Acido Ursodesoxicolico X Capsula
291055,Tetraxim Dpt Polio X Jeringa /0.5Ml
292532,Hirudoid Forte Mucopolisacarido 0.00445 Gel X 40G
2941300008823,Vibrador G-Dolphin Punto G Sumergible
2941300008915,Vibrador Labial Lipstick Recargable
2941300009431,Succionador De Clítoris Sumergible
2942300008816,Vibrador Cromado De 17Cm Sumergible
295629,Mucofalk Orange X Sobre
297134,Adacel Adulto Difteria-Tétanos-Coque X Ampolla /0.5Ml
298952,Allegra Fexofenadina 120Mg X Tableta
299010,Allegra 180Mg Fexofenadina X Tableta
299522,Menactra A + C + Y + W 135 Vacuna Meningocócica Intra Muscular X Ampolla
299529,Vaxigrip Tetra X Jeringa Prellenada
299530,Hirudoid Forte Mucopolisacarido 0.00445 Gel X 14G
299532,Bozob Bortezomib 3.5Mg X Ampolla
300077,Adecuan 10Mg Metoclopramida X Tableta
300086,Adecuan 10Mg Metoclopramida Y 2Ml X Ampolla
300101,Adecuan 0.35Mg Gotas X 15Ml Metoclopramida
300102,Bacticor Colirio X 5Ml
300104,Ciprocol 0.3% Colirio X 5Ml Ciprofloxacina
300105,Cloracol 0.5% Colirio X 10Ml Cloranfenicol
300106,Gentamicol 0.3% Colirio X 5Ml Gentamicina
300107,Gentamicol Cpto Colirio X 5Ml Gentamici Betametaso
300108,Nafazol 0.1% Colirio X 15Ml Nafazolina
300110,Neobet Colirio X 10Ml Neomicina Betametasona
300113,Cloracol Cloranfenicol 0.01 Ungto Oftalmico X 3.5G
300120,Bacticor Ungüento Oftalmico X 3.5G
300121,Gentamicol Gentamicina 0.3 Unguento Oftalmico X 3.5G
300125,Gentamicol Compuesto Gentamicina 0.003 Y Betametasona 0.001 Ungüento Oftálmico X 3.5G
300126,Betamex Betametasona 4Mg X Ampolla
300127,Neobet Betametasona 0.001 Y Neomicina Sulfato 0.0035 Ungüento Oftálmico X 3.5G
300128,Lubricol Colirio X 20Ml
300129,Sigmofenac 0.1% Colirio Oftalmico X 5Ml Diclofenac
300140,Argevim-Se Vitaminas Minerales X 30 Capsulas
300143,Cepryn-A Trociscos Cetilpiridinio Cloruro 2.5Mg Y Benzocaina 1.5Mg X Tableta
300166,Digesflat Plus Metoclopramida 5Mg Y Dimetilpolisiloxano 120Mg X Tableta
300191323903,Optiray Ioversol 320Mg Con Jeringa Prellenada X Ampolla
300285,Flow 0.4Mg Tamsulosina X Capsula
300530000434,Alburx Albumina Humana 0.2 X Ampolla
300581,Ribacil 100Mg Fenilazodiaminopiridina X Tableta
300605,Argedol-A Bufexamac 0.05 Crema X 15G
300616,Sigmabrom 100Mg Bromelina X Tableta
300617,Sigmocain 0.4% Colirio Oftalmico X 10Ml Benoxinato
300626,Sinalerg 10Mg Clorfeniramina X Ampolla
300631,Sinalerg 4Mg Clorfeniramina X Tableta
300641,Sinalerg Ar 8Mg Clorfeniramina X Tableta
300650454148,Systane Gel Drops Colirio Polietilenglicol Propilenglicol X 10Ml
300651431520,Systane Ultra Colirio Polietilenglicol Propilenglicol X 10Ml
300651433326,Systane Balance 0.6% Colirio Propilenglicol X 10Ml
300651481440,Colirio Systane Complete 06%Propilenglicol X 100Ml
300652510095,Colirio Systane Hidratación Sp Polietilenglicol/Propilenglicol X 10Ml
300653611012,Opti-Free Puremoist Solucion Multiproposito X 300Ml
300661,Sinalerg 2Mg 5Ml Jbe X 60Ml Clorfeniramina
301015,Salicort-A Triamcinolona Acetonida 0.0005 Y Acido Salicilico 0.06 Ungueto Topico X 15G
30106,Alfa Peridol 2Mg Ml Gotas X 15Ml Haloperidol
30111,Alfa Tossin 10Mg 5Ml Jbe X 100Ml Codeina
3013016870717,Lápices De Colores Ove X 12 Unidades
3013017826942,Temperas Ove X 7 Unidades
3013017831014,Crayones Ove Delgados  X 12 Unidades
3013017831120,Crayones Ove Jumbo  X 12 Unidades
3013017831236,Plastilina Ove Delgadas Caja X 10 Unidades
3013018698692,Lápiz Ove Chequeo Rojo X 3 Unidades
3014260278922,Cepillo Dental Oral B Pro-Salud Suave Stages 6+ Años
3014260279165,Pasta Dental Oral B Stages Niños Surtido X 75 Ml
301450,Triderm-A Triamcinolona Acetonida 0.001 Crema X 15G
301810,Azufre Jabon 10% X 50G
30205,Cofargot Cafeina 100Mg Y Ergotamina Tartrato 1Mg X Tableta
30211,Arocarbol Gotas X 30Ml
30213,Arocarbol Gotas X 60Ml
30221,Arocarbol X Tableta
30232,Bonagel Suspension Hidroxido De Aluminio 200Mg Y Hidroxido De Magnesio 200Mg X 120Ml
302626,Profibra-A Fibra Suplemento Dietético X 250G
30281,Callicida Heller 12.5% Sol Topica X 10Ml
3031500311423,Isispharma Teen Derm Gel Limpiador Exfoliante X 150Ml
304020,Nene Unguento Antiescaldante X 15G
304022,Sarcobencil 20% Locion Benzoato De Bencilo X 30Ml
304023,Broncolyptus Unguento X 15G
304026,Fibrasoy Fibra De Soya X 250G
30446,Entero Alfa X Sobre
3046920028363,Lindt Excell Rich Dark Chocolate 85 Cacao X 100G
305116,Clorex Enjuague Bucal Clorhexidina X 170Ml
305118,Clorex 5Mg Clorhexidina X Tableta
30521,Feno Fucsina Sol Topica X 10Ml
305240,Frixo Fort Ungüento Dérmico X 30G
30531,Fer Alfa Nf 125Mg Gotas X 15Ml Sulfato Ferroso
305341,Tobracol 0.3 % Colirio X 5Ml Tobramicina
305343,Tobracol Compuesto Colirio X 5Ml
305345,Diclogel Diclofenaco Sódico 0.01 Gel X 30G
305346,Taxonid 100Mg 5Ml Susp X 60Ml Nitazoxanida
305347,Taxonid Nitazoxanida 500Mg X Tableta
305348,Cloracol Compuesto Colirio X 5Ml
305349,Colirio Glaucol-T Dorzolamida / Timolol X 5Ml
305350,Trabit X Ampolla
305352,Noopiram 1200Mg Piracetam X Tableta
305353,Noopiram Piracetam 1G Y 5Ml X Ampolla
305355,Biocortil 0.1% Colirio X 5Ml Dexametasona
305357,Uvamin Retard 100Mg Nitrofurantoina X Capsula
305358,Noopiram 20G Solucion Oral X 100Ml Piracetam
305362,Clorex Gel Dental Clorhexidina X 30G
305364,Flatulen 100Mg Dimetilpolisiloxano X Tableta
305365,Alergito 10Mg Gotas X 15Ml Cetirizina
305366,Acydone Gel Suspension Hidroxido Aluminio Magnesio X 100Ml
305368,Dermatotal Crema X 20G
305371,Sigmaprednol 0.5% Colirio X 5Ml Loteprednol
305372,Vorizol Vist 1% Colirio X 10Ml Voriconazol
305385,Sigma Complex B1 B6 B12 Im X 100 Amp 2Ml
30544,Fluidimed 300Mg Acetil Cisteina X Ampolla
30547,Fluidimed Adulto 200Mg Acetilcisteina X Sobre
30548,Fluidimed Infantil 100 Mg X Sobre
30558,Chakitabs X Tableta
30562,Foscal X Tableta
30566,Foscal Granulado X 150G
30696,Hipnol 2% Gotas X 15Ml Fenobarbital
30702,Walyte Sales Para Rehidratación Oral Naranja 4.2G X Sobre
30703,Walyte 21G Sabor Naranja X Sobre
30705,Clincin Gel Clindamicina Fosfato 0.01 X 10G
30708,Dermogard Crema X 20G
30721,Lacricel Colirio X 15Ml
30759,Dinoxan 20Mg Ketorolaco X Tableta
307813495468,Sedolam Premix Dexmedetomidina 400 Mcg Iv X 100 Ml
30791,Metorfantos 10Mg 5Ml Jarabe X100ml Dextrometorfano
30811,Oculos Alfa Simple 0.06% Nafazolina Colirio X 15Ml
3086123454262,Marcadores Bic Intensity Pastel Permanente 5 Pzas
3086123499157,Lápices Bic De Colores Intensity 12 Pzas
3086123538474,Resaltadores Bic Fluorescente Pastel 4 Pzas
3086123545557,Marcador Bic Intensity Permanente 5 Pzas
3086123655300,Bolígrafo Bic Intensity Multicolor 8 Pzas
3086126620688,Resaltador Bic Fluorescente 4 Pzas
309975306002,Revlon Hi And Dri Unscented Roll On Celeste X 50Ml
309975307009,Revlon Hi And Dri Roll On Rosado X 50Ml
310119032282,Byl Renu Plus Fresh Multiproposito X 120Ml
310119034347,Byl Renu Plus Fresh Multipropósito X 60Ml
310119037799,Biotrue Solucion Multiproposito X 60Ml
310119037805,Biotrue Solucion Multiproposito X 120Ml
310119037812,Biotrue Solucion Multiproposito X 300Ml
310119052150,Byl Simplus Accion Multiple Solucion X 105Ml
31061,Sedogastrol Belladonado X Sobre
31100,Cofaretic Hidroclorotiazida 50Mg Y Amilorida Clorhidrato 5Mg X Tableta
31156,Vitamina K 10Mg Fitomenadiona Generico Y 1Ml X Ampolla
31501,Hipnol Fenobarbital Sodico 100Mg Y 5Ml X Ampolla
31504,Suero De La Vida Con Sabor X Sobre
3168070203121,Stabilo Colores Trio Thick X 12 Colores
320008,Malla Tubular 4X1 Metro De Largo Stochinette X Metro
320030,Scotchcast 3 Blanco 7.6Cm Venda Yeso Plastico
320040,Scotchcast 4 Blanco 10 Cm Venda Yeso Plastico
320050,Venda Yeso Plastico Scotchcast 2 Blanco 5Cm
320076,Alca-Bol Granulado X 150G
320081,Alerden Gotas X 15Ml
320195,Faja Laboral Lumbar Talla Xl X Pieza
320199,Faja Laboral Lumbar Talla L X Pieza
320310,Faja Post Parto # L
320312,Faja Post Operatoria Talla L
320413,Faja Abdominaltalla M (Blunding) Ta-413
32042,Optacloran D Colirio X 5Ml
32048,Vidizona Colirio Frasco X 6Ml Tobramicina Dexametason
32050,Vidizona N Colirio Frasco X 6Ml
320510,Mareum 50Mg Dimenhidrinato X Tableta
320550,Calmitol N Naproxeno Sodico 550Mg X Tableta
320588,Digestan Compuesto Polvo Frasco X 80G
320602,Enema Vit X 130Ml Fosfato Monosodico Bisodico
320606,Microgotero 100Ml Generico X Sobre
320612,Equipo Para Suero Tipo Y Venoclisis Vita
320771,Flavo Ckr X Capsula
320796,Friccion Vita X 140Ml
320801,Frixzzz Roll On X 30G
320941,Infalible Gotas Frasco X 10Ml Lidocaina
320961,Miel Abejas Y Eucalipto Jbe X 150Mg
321010,Tussagil Jbe X 100Ml Tomillo Xilita Sorbito
321042,Floxin Ciprofloxacina 500Mg X Tableta
321090,Vital Dia Vitaminas Y Minerales X 30 Tabletas
321113,Faja Post Operatoria # Xl
321211,Neutravit Coloidal Antiácido Suspensión X 120Ml
321310,Faja Post Parto Talla S (Blunding)(0901G310s)
321336,Oftal Vitamicina Cloranfenicol 0.05 Unguento Oftalmico X 5G
321341,Oftal Vitamicina Cloranfenicol 0.01 Unguento Oftalmico X 5G
321346,Oftal Vitamicina 5% Colirio X 10Ml Cloranfenicol
321413,Bluding Faja Abdominal Talla Xl
321516,Procto Glicerina Adulto Glicerina 2.6G X Supositorio
321570,Cold Hot Pack Compresa Frio Y Calor Nexcare 3M X Bolsa
321571,Purgo Vita 150Mg Fenolftaleina X Tableta
321583,Coban 3 Piel Rollo
321621,Relax Vita Carisoprodol 200Mg Y Acido Acetil Salicilico 160Mg X Tableta
321751,Suero Fisiologico Isotonico 0.9% Cloruro De Sodio X 150Ml
321771,Glucosa Clorurado Isotonico Env X 1000Ml Generico
321776,Glucosa Clorurado Isotonico Env X 500Ml Generico
321802,Inmovilizador Muñeca Con Fer M Ambidi Blunding Hm116
321806,Multiamin Suero Fisiologico X 500Ml
321818,Rodillera Simple Con Orificio Rotuliano M Blunding Mi61n
321841,Vitadex B Iv Solucion X 500Ml
321846,Vitadex B Iv Solucion X 1000Ml
321850,Faja Dorsolumbar Talla S 4 Paneles X Pieza
32186,Teradol Forte Terapirol 2G Y 4Ml X Ampolla
322018,Faja Lumbosacralm (Blunding)(0901-C610m)
322019,Faja Lumbosacral # L
322091,Vaselagar Simple 40G X 120Ml Vaselina
322204,Malla Marlex 15Cm X 15Cm
322248,Electrodo Inf X Unidades
322291,Vitamicina Cloranfenicol 0.05 Pomada X 20G
322310,Faja Post Partoxl (Blunding)(0901-G310x)
322311,Vitamidona Petidina 100Mg Y 2Ml X Ampolla
322376,Vitanasal Ad 0.O5% Gotas Nasalesx 15Ml Oximetazoli
322381,Vitanasal Inf 0.025% Gotas Nasales X 15Ml Oximetaz
322482,Vitespasmo Simple 10Mg Hioscina Butil X Tableta
322506,Vitespasmo Compuesto Butil Bromuro De Hioscina 10Mg Y Paracetamol 500Mg X Tableta
322526,Yodan Compuesto Pomada X 30G
323310,Bluding Faja Post Parto Talla M
323311,Faja Post Operatoria Blunding Talla M
324290,Neutravit Plus Suspensión X 120Ml
324330,Neutravit Magaldrato 2000Mg X Sobre
324350,Electrodo Adulto X Unidad
324740,Oftal Fisiológico Vita 0.9% Colirio Clorur Sodio X 15Ml
325006,Perla Vitarosa X 20G
32525,Tusival Elixir Jbe X 90Ml
325271,Transpore 1 3M
325272,Transpore 2
325331,Micropore 1 Piel
325350,Micropore 1 2 Blanco
325840,Coban 4 Piel Rollo Venda Elastica 3M
326020,Oftal Rojifin 0.0125% Colirio X 10Ml Nafazolina
327020,Vitagrip Caliente Granulado Antigripal X Sobre
3270220060963,Lápices Bic De Colores Kids 12 Pzas
327070,Vitagrip Compuesto Sin Aspirina X Capsula
327110,Vitagripin Caliente Granulado X Sobre
327780,Fisiologico Nasal 0.9% Gta X 15Ml Cloruro Sodio
327781,Diclofenaco 100Mg X Tableta
329311,Faja Post Operatoria  S
329428,Cyclofem Medroxiprogesterona 25Mg Y Cipionato De Estradiol 5Mg X Ampolla
329429,Inmovilizador De Rodilla Kids S 4-6 Blunding Bk-13
329430,Inmovilizador Rodilla Kids M 8-10 Blunding Bk-13
329431,Rodillera Para Menisco Kids M 8-10 Blunding Bk-14
329432,Rodillera Para Menisco Kids L 12-14 Blunding Bk-14
329433,Inmovilizador Clavicula Kids M 8-10 Blunding Bk-06
329434,Blunding Inmovilizador De Clavícula Kids
329435,Inmovilizador De Hombro Kids S 4-6 Blunding Bk-07
329436,Inmovilizador De Hombro Kids M 8-10 Blunding Bk-07
329437,Corrector De Hombros # L
329438,Corrector De Hombros  M
329439,Collar Cervical Blando  M
329440,Collar Cervical Blando # L
329441,Neutroma Filgrastim 300Mcg X Ampolla
329445,Muleta Ad-15
329446,Andador Plegable Ad-04
329447,Baston Ad-06
329448,Baston Cuadruple Ad-14
329453,Zapato Postoperatorio Talla Xl X Pieza
329454,Difem 28 Levonorgestrel 0.15Mg Y Etinilestradiol 0.03Mg X Caja
329457,Muleta Codera
329461,Micropore 2 Plg Blanco
329462,Tegaderm + Pad 3582 5Cm X 7Cm
329464,Cavilon Spray X 28Ml Pelicula Protectora
329466,Mascarilla Kn95 Ffp2 5 Capas  Blunding X Unidad
329467,Durapore 2 Pulgadas
330026,Elixine 80Mg 15Ml Jbe.X250ml Teofilina
330027,Antiax Anti Ácido Magaldrato Simeticona X 180Ml
330081,Beof 0.5% Colirio X 5Ml Betaxolol Clohidrato
330157,Ciproval Ciprofloxacina 500Mg X Tableta
